,x1,x2,x3,y1,y2,y3,z1,z2,z3
0,-0.014460360111,-0.587622718547,-0.366643784486,-0.700740641367,0.277992933649,0.671891657472,0.713269550396,-0.759881220645,-0.643532389175
1,0.420723053511,-1.03238066514,1.46867702426,-4.22733500259,-0.426548360652,-0.287102130342,3.19989768759,-5.40429290197,1.19440732254
2,0.471955637602,-0.955447830169,1.49158152793,-3.34519351254,-3.33327472981,2.09425411112,2.02094286338,-7.12660610955,1.75749718595
3,-1.5980850775,0.730583372109,2.69868615756,-5.24047112859,-2.83388599166,-0.0432503304168,1.45725589225,-10.2886735655,-2.08620121257
4,-1.1696928974,2.93339711726,2.65684108853,-4.32950676893,-1.07204928915,0.0191379024233,1.93178506708,-11.5012062505,-3.18393375978
5,0.62887815642,4.25361817374,-1.50957669136,-1.73642938603,-4.11682750529,-2.69654293548,3.23754362484,-13.0858438208,-0.299016207313
6,1.64225480141,6.16445038897,1.30595070728,-2.3381318465,-4.18179184992,-5.47165918656,2.04875525218,-11.7202444772,2.64310326227
7,1.84538844321,5.27068858708,-0.482437634496,-1.30013798663,-4.45210951393,-8.07273136573,1.00363955037,-8.50247816131,2.99111979343
8,2.39903055756,4.47131226492,-3.33494755811,-2.34259102965,-6.04272826232,-10.0788257514,0.771680134326,-8.02821031479,1.89365407911
9,2.74061873532,4.03026160482,-2.03052334978,-4.7097973579,-10.9173322109,-13.6017277544,0.00691708381888,-7.41209846217,1.85674092968
10,2.98184534361,1.49942947544,-3.2489509072,-4.23048596248,-8.44475668069,-14.2446889414,3.55666549609,-6.26831949247,0.831097146388
11,3.63482281441,2.07997672475,-1.82107984366,-4.10616597806,-9.98224666218,-14.2938323123,2.44753828196,-6.45870852842,3.03323250024
12,3.51947216482,1.96242415343,1.16735399512,-1.13721249399,-10.9864509939,-15.3087415068,1.48826210338,-8.13122913464,3.02216871173
13,3.24422002592,3.67579561534,-0.541809555384,1.74712441174,-11.1367895139,-13.3753876652,0.0999109695063,-6.30754902855,-0.411437954273
14,1.97987531822,3.55998947092,2.13362928294,1.80643215496,-8.34505714401,-7.97473157311,-1.14687251901,-6.54749119421,-1.01992224552
15,2.49306912443,-0.0292525095442,1.85078669989,-0.124705468256,-7.3733941904,-8.69026090791,-1.21445888783,-7.26990482893,-1.85381836367
16,1.98065348142,1.10060876568,-1.61152692388,0.102956881674,-6.96239443014,-8.25755728227,-1.00480412256,-5.14144549274,1.15482277771
17,2.49148828382,1.22674953221,-5.24367285709,2.64455174559,-10.0858972497,-9.36409388741,-1.97440757655,-5.51207416768,1.38542071157
18,1.8166301311,3.23155133388,-4.92871177652,7.09865480876,-9.69905917401,-7.85035629921,-1.23499961889,-4.39925367038,-2.7386667156
19,-0.418444162232,4.06278986602,-5.92248589648,7.73096240707,-9.83831278124,-8.64308275085,-1.69669684773,-4.50173491545,-6.83226810791
20,-1.91452615762,0.583984909082,-6.72666383117,5.28471390777,-8.91073254762,-11.6475291944,-0.988885854872,-4.2759669067,-7.05667136473
21,-1.26261858994,-0.255810951498,-7.29213255796,5.51769873795,-8.55813827287,-11.1701623873,-1.59555126119,-1.54682923346,-6.88946652346
22,-0.702841491138,0.297155422706,-8.18775147365,7.12683622781,-10.2818828078,-11.5098191362,-0.312675881678,-1.43517539548,-9.99828566365
23,-2.53578213432,-0.999877068743,-10.9510888283,4.50019074477,-8.73434433612,-8.27593215087,2.67532785528,-1.20271277786,-11.743944794
24,-2.96566072736,-1.80319855082,-8.45828696371,2.52413981475,-5.75600711417,-6.22185470927,3.92165027448,1.23060070007,-11.2879927277
25,-5.06110427809,-2.84385754084,-8.82239435447,3.64347006815,-6.11680238588,-7.57504356678,2.62491380141,2.32265509018,-12.9983010242
26,-7.00637040896,-1.82804187703,-8.51672841826,3.61278891617,-9.68211473606,-5.33235908583,0.85598786084,-1.23608555421,-13.5447238575
27,-6.9990237396,-1.72620444216,-8.96535928602,6.51152605854,-9.82968990632,-5.55092640664,5.22107232943,0.640706099942,-10.4930183403
28,-8.80043516671,-3.36680611139,-10.6644057716,5.48328245565,-8.07034284665,-5.14357046472,3.5803933126,-0.950344448851,-12.683939164
29,-8.71239917157,-3.75402800638,-10.5610915446,5.40856991004,-10.8279128846,-6.212619012,5.13314363408,-2.96952321322,-10.9783030896
30,-10.4880913229,-5.06720225572,-12.5530047964,8.64836165268,-11.9669972335,-4.96216724759,2.21903359476,-3.07630821548,-14.4482022228
31,-14.0237638556,-2.76907488882,-10.2194806858,5.91334066238,-8.50669694387,-4.50013002344,0.867223229493,-1.74201730381,-15.248921874
32,-14.3444267254,-1.49864373537,-9.42740314954,7.16087183589,-8.07058306606,-0.593154764069,-0.518242319647,-1.36251197359,-12.184607962
33,-12.0425575011,-1.85871255959,-8.72313056016,3.81874739194,-8.73887967311,1.64400686382,0.138830094799,1.07740821931,-10.6262075993
34,-10.8147720387,-1.67045620891,-9.15681370159,5.91445517137,-9.91144133336,1.3172020084,-0.49954374139,-0.508534210601,-13.0155758893
35,-9.77322085369,-2.9135767863,-7.59962325783,2.73910572933,-9.04553096748,0.246269562504,-0.174657197986,-0.688997641361,-11.9417921191
36,-7.8871343368,-2.10622197943,-4.12379323734,3.4407373475,-9.61800248883,-3.57181950601,0.147878824163,-3.15755034188,-13.5224239079
37,-10.1779694809,-1.28698047925,-4.12953511436,1.95976785907,-7.69649987961,-5.70455267069,-4.69552982799,-4.33833086821,-13.9994597214
38,-7.7922357105,-0.393536146303,-4.37564038952,1.56912431386,-5.94363142463,-5.01992524693,-4.76751220426,-8.2563234128,-10.1474153836
39,-4.06012871996,-2.48258508757,-1.58418118344,1.82004530701,-8.6189664572,-7.52149605266,-5.804678139,-12.8910011058,-11.036154833
40,-3.25503609007,-1.44852803531,-1.89849776714,2.30859612784,-12.0134439998,-4.10063348149,-7.48643511518,-16.6627268279,-11.3791358395
41,-2.98098865248,-2.39750494465,-3.82344139126,4.71190833401,-15.0739028608,-4.61974788286,-10.3492563905,-15.8064375887,-9.97457866829
42,-1.1460800781,-2.79833237449,-2.29862634246,4.96312665689,-16.332781991,-8.13154431163,-10.3591279793,-13.8430122478,-7.50440544216
43,-4.7132235257,-2.65359401943,-3.08997672547,3.87900776269,-13.4234152737,-9.57393278678,-12.1147394286,-12.0974271601,-7.48620381739
44,-5.96126803183,1.00441765535,-2.55486367629,3.6593098265,-15.8849980413,-9.07212080472,-7.90367244626,-12.211365824,-6.19370619639
