x1,y1,z1,x2,y2,z2,x3,y3,z3
-0.014460360111,-0.700740641367,0.713269550396,-0.587622718547,0.277992933649,-0.759881220645,-0.366643784486,0.671891657472,-0.643532389175
0.420723053511,-4.22733500259,3.19989768759,-1.03238066514,-0.426548360652,-5.40429290197,1.46867702426,-0.287102130342,1.19440732254
0.471955637602,-3.34519351254,2.02094286338,-0.955447830169,-3.33327472981,-7.12660610955,1.49158152793,2.09425411112,1.75749718595
-1.5980850775,-5.24047112859,1.45725589225,0.730583372109,-2.83388599166,-10.2886735655,2.69868615756,-0.0432503304168,-2.08620121257
-1.1696928974,-4.32950676893,1.93178506708,2.93339711726,-1.07204928915,-11.5012062505,2.65684108853,0.0191379024233,-3.18393375978
0.62887815642,-1.73642938603,3.23754362484,4.25361817374,-4.11682750529,-13.0858438208,-1.50957669136,-2.69654293548,-0.299016207313
1.64225480141,-2.3381318465,2.04875525218,6.16445038897,-4.18179184992,-11.7202444772,1.30595070728,-5.47165918656,2.64310326227
1.84538844321,-1.30013798663,1.00363955037,5.27068858708,-4.45210951393,-8.50247816131,-0.482437634496,-8.07273136573,2.99111979343
2.39903055756,-2.34259102965,0.771680134326,4.47131226492,-6.04272826232,-8.02821031479,-3.33494755811,-10.0788257514,1.89365407911
2.74061873532,-4.7097973579,0.00691708381888,4.03026160482,-10.9173322109,-7.41209846217,-2.03052334978,-13.6017277544,1.85674092968
2.98184534361,-4.23048596248,3.55666549609,1.49942947544,-8.44475668069,-6.26831949247,-3.2489509072,-14.2446889414,0.831097146388
3.63482281441,-4.10616597806,2.44753828196,2.07997672475,-9.98224666218,-6.45870852842,-1.82107984366,-14.2938323123,3.03323250024
3.51947216482,-1.13721249399,1.48826210338,1.96242415343,-10.9864509939,-8.13122913464,1.16735399512,-15.3087415068,3.02216871173
3.24422002592,1.74712441174,0.0999109695063,3.67579561534,-11.1367895139,-6.30754902855,-0.541809555384,-13.3753876652,-0.411437954273
1.97987531822,1.80643215496,-1.14687251901,3.55998947092,-8.34505714401,-6.54749119421,2.13362928294,-7.97473157311,-1.01992224552
2.49306912443,-0.124705468256,-1.21445888783,-0.0292525095442,-7.3733941904,-7.26990482893,1.85078669989,-8.69026090791,-1.85381836367
1.98065348142,0.102956881674,-1.00480412256,1.10060876568,-6.96239443014,-5.14144549274,-1.61152692388,-8.25755728227,1.15482277771
2.49148828382,2.64455174559,-1.97440757655,1.22674953221,-10.0858972497,-5.51207416768,-5.24367285709,-9.36409388741,1.38542071157
1.8166301311,7.09865480876,-1.23499961889,3.23155133388,-9.69905917401,-4.39925367038,-4.92871177652,-7.85035629921,-2.7386667156
-0.418444162232,7.73096240707,-1.69669684773,4.06278986602,-9.83831278124,-4.50173491545,-5.92248589648,-8.64308275085,-6.83226810791
-1.91452615762,5.28471390777,-0.988885854872,0.583984909082,-8.91073254762,-4.2759669067,-6.72666383117,-11.6475291944,-7.05667136473
-1.26261858994,5.51769873795,-1.59555126119,-0.255810951498,-8.55813827287,-1.54682923346,-7.29213255796,-11.1701623873,-6.88946652346
-0.702841491138,7.12683622781,-0.312675881678,0.297155422706,-10.2818828078,-1.43517539548,-8.18775147365,-11.5098191362,-9.99828566365
