x,y,z,color
100,0.613222019079,0.734706454227,0
99.2388753892,0.589852009747,0.781320309118,0
99.5596084127,0.599742550669,0.762565820325,0
97.9314245515,0.549296346487,0.859965717074,0
96.83783225,0.515612603304,0.927149939718,0
98.5458036077,0.568831997394,0.826329842916,0
98.9055661955,0.562043134101,0.720265257063,0
97.2000017714,0.50944555966,0.824171369543,0
96.0707764565,0.487477344995,0.949035058256,1
98.5503456731,0.498233356346,0.468862709104,0
99.1785764005,0.412820319506,-0.0135227587284,0
99.6594523305,0.44080709787,-0.0344597791933,0
98.9419135673,0.363171481062,-0.165937802125,1
98.4901403493,0.405599343203,0.0431851576685,1
96.9351608391,0.35950197138,0.150914661621,0
97.9565692135,0.344197396557,-0.0581398002054,1
96.8704757078,0.420091116178,0.444227530438,0
98.451486874,0.443476159947,0.239814146925,0
99.7250071134,0.50599513311,0.259701482323,1
98.1065712118,0.528900354019,0.723234406116,1
96.5107136382,0.482074773608,0.832987160282,0
97.6993655861,0.506829886538,0.702502287358,0
97.186751605,0.493450174973,0.747006197312,1
97.520407597,0.522064386219,0.81838736784,0
97.9481405964,0.542906088249,0.833944126937,0
96.7418756765,0.509289245958,0.920094549221,1
96.5619362677,0.50704631308,0.947380105267,1
94.7876981996,0.450655678263,1.04734764464,1
92.9601173667,0.393313382489,1.15424554916,0
91.6939231673,0.354566606481,1.23311226232,0
93.2020822593,0.397093028184,1.12487419257,0
92.1366268907,0.363046279345,1.18350566207,0
92.6322143969,0.37133104138,1.1203831686,0
90.5588138504,0.309310190996,1.25696656579,-1
88.9466352194,0.259255992508,1.35334025375,0
87.7738376331,0.231344402391,1.46033290721,-1
86.4683426505,0.190675796543,1.53701947006,0
85.2644066578,0.152522817568,1.60504659307,0
84.9351082589,0.139841342629,1.61024634501,-1
86.6019119343,0.186708823928,1.4882708813,-1
87.5300302465,0.212432002045,1.41734063341,0
87.3079057565,0.207351360647,1.44148116698,0
88.6446207409,0.245297608666,1.34328866056,0
88.7211998744,0.246818745751,1.33470183764,1
88.0732042077,0.228796900348,1.3845199224,1
87.8878919704,0.222751452383,1.39269021548,0
88.7225055044,0.246975773772,1.3355211668,0
88.386434631,0.235383313857,1.34661751,0
88.9424637902,0.253038101055,1.31740725256,0
88.5426609964,0.240325699409,1.33713506739,0
86.8692960222,0.192359115895,1.45437870049,0
85.2601823516,0.146988017633,1.57618760417,0
84.2161925133,0.117518730413,1.65431634989,0
82.8985513547,0.0773584938024,1.73346724175,0
81.4286885479,0.0362821904782,1.82188845688,-1
83.6030812811,0.106102842434,1.85704999933,0
83.9321899128,0.111606413344,1.89077030795,0
85.511097008,0.158758727834,1.84183491035,0
86.7799614261,0.195549948423,1.78298854713,1
87.9320190009,0.229007786143,1.73131831007,1
88.7798275355,0.25322325837,1.68553559086,0
90.0220779213,0.290161941042,1.64474960278,0
89.9450816718,0.288888540101,1.66610527572,0
89.901534014,0.28746397961,1.66349913634,-1
91.7457157682,0.34299792111,1.61842812184,0
91.1951069392,0.325629004322,1.62908375648,0
92.6144566592,0.370212395147,1.61710249946,0
93.7989198138,0.405393946306,1.58550768559,0
92.4862186101,0.365953707206,1.61438572505,0
91.4017638281,0.333744850504,1.64125932631,0
91.0037019128,0.313378219004,1.52831368886,0
89.4492080179,0.260673170318,1.50061395566,1
90.5189555027,0.302865202488,1.63443892616,1
91.7003181473,0.337358531458,1.58458067589,1
92.4568665863,0.360811212646,1.57903157484,1
92.9098976988,0.381077541769,1.65295201441,1
94.2502860225,0.41957125914,1.59309816478,1
94.9663579058,0.44291071966,1.62374107327,0
95.1157910995,0.449919907236,1.64222700743,-1
96.0076887612,0.479231084566,1.68331344564,0
94.290191855,0.426565602045,1.70349583971,0
95.9826621703,0.479467105273,1.72598161521,0
95.6104208507,0.468158872794,1.76005384928,1
94.830724878,0.443648843384,1.73347297682,0
93.7144396282,0.409689801256,1.75239834687,1
92.3615095378,0.369284765977,1.79088120524,1
92.1114147078,0.352297415367,1.64481820812,1
90.184961329,0.281560872976,1.49343916199,0
92.1227955102,0.341080502878,1.46327896027,0
93.764122734,0.409010013195,1.69296135776,0
92.2627574307,0.363751769579,1.7191914586,0
91.246281487,0.334060580389,1.74820256131,0
92.3956179378,0.369517415214,1.73913728098,1
91.5323501707,0.333494317681,1.63678256017,0
93.0405780322,0.389939995746,1.75996544139,0
92.9995518274,0.38783891109,1.76742927116,0
93.2124670895,0.399931327511,1.81034009871,0
91.8639364563,0.357938272209,1.81410990013,0
93.0149617215,0.39385101132,1.8052125009,0
93.0147091833,0.394354486446,1.80103652748,0
92.2811608581,0.369314541074,1.76774851573,0
89.5542897642,0.288674934534,1.86269478451,0
89.3693688123,0.287800024662,1.9361552167,0
89.4786076696,0.284189764753,1.83595088686,0
87.9893330445,0.228530985719,1.71377351747,1
89.318741961,0.271259020768,1.74255928049,-1
90.3891617753,0.302817088307,1.71844025589,0
91.6518846694,0.346986972894,1.78378978379,0
90.2155489016,0.303518925739,1.8134925586,1
91.8260243507,0.350805942104,1.75630797384,0
91.2056833775,0.324013453775,1.66600379281,0
92.0292568522,0.351427131815,1.65596316617,1
90.9164669802,0.317611247672,1.6729613603,0
