centroid_lat,centroid_lon,car_hours,peak_hour
45.471548505146174,-73.58868408217266,1772.7499999995052,2
45.54386506674422,-73.56245583980697,986.3333333335024,23
45.4876395818664,-73.64276703077329,354.74999999998914,20
45.52286967122903,-73.5956772508181,560.166666666642,23
45.45397130964701,-73.73894559925054,2836.666666667356,19
45.57312570194822,-73.53990236454271,1022.7500000001857,1
45.53005389171565,-73.62803605045727,835.7500000001006,18
45.49919320522112,-73.56194373919256,1888.3333333327334,14
45.551300651627535,-73.61171191446698,1030.75000000018,2
45.553809920339894,-73.57720679008477,1841.1666666661097,1
45.47448282698679,-73.63054396371925,1966.166666665996,2
45.53249580289159,-73.57956985159979,1532.9999999997233,3
45.565456427575675,-73.64201176723445,834.1666666667666,21
45.502981092849524,-73.62748995674825,289.0000000000041,11
45.56711856838078,-73.58439300639695,273.58333333334093,1
45.480026123563874,-73.58239204679343,594.8333333333244,5
45.448903185047335,-73.59297686556374,1020.9166666668515,6
45.503030898950044,-73.5790295367978,1428.4999999998183,15
45.609667861846745,-73.54023161013792,670.7500000000256,0
45.478348275451104,-73.57856784133362,489.4999999999585,14
45.51951352944332,-73.5793289407554,1426.3333333331536,2
45.56903061932889,-73.52573081459546,422.49999999997374,23
45.53626021131554,-73.56209061086564,1624.7499999996398,3
45.56857291481607,-73.56084340953332,732.7500000000538,20
45.546145398119506,-73.59114755541647,1969.6666666659928,3
45.54488834188077,-73.63562160484223,1657.9999999996096,2
45.54515565293561,-73.6172218179539,665.5833333333566,5
45.47817195218011,-73.56778840803071,805.08333333342,3
45.58212955989256,-73.5214125066963,217.75000000000728,9
45.531215706332375,-73.60636943656155,1332.583333333239,5
45.55267826328372,-73.60186065688765,630.5000000000073,10
45.52915993898732,-73.61182738988052,559.9999999999752,11
45.52404418524071,-73.57255202228934,456.16666666663275,3
45.50851711032711,-73.56361361279802,1185.8333333333724,13
45.4880586878363,-73.62175707085048,1112.6666666667722,20
45.50689566111847,-73.63992985736493,1016.5833333335162,13
45.57894266654677,-73.5722622021108,1367.249999999874,9
45.46892041666329,-73.61587858172172,1767.9999999995096,4
45.538661649923796,-73.65684895574016,2291.9999999996985,11
45.58530574012526,-73.556671023514,552.8333333333053,17
45.46252493114867,-73.591450603879,1397.9166666665128,1
45.50814302347108,-73.61443790111136,997.7500000001743,16
45.552242186431826,-73.5567248443471,926.1666666668084,10
45.533068241362294,-73.58586652140238,323.166666666663,19
45.529617524254725,-73.59016001500189,833.0833333334327,5
45.561726663480314,-73.61316030479036,1394.416666666516,10
45.45886520703704,-73.65393428057348,601.7499999999942,16
45.51827128926588,-73.53518132112849,1724.4999999995491,20
45.46330588193452,-73.63201646596775,1061.5833333334854,2
45.45722580199571,-73.6471457252509,325.74999999999574,20
45.580421260240946,-73.62450277147559,1271.5833333332944,8
45.512201564512644,-73.62439363857663,1951.0833333326764,3
45.548176804195634,-73.57230388575367,961.4166666668244,2
45.527921207745315,-73.61477370856916,507.83333333328767,12
45.58971117459708,-73.5124596370787,679.6666666666963,1
45.530662983670226,-73.61566624177722,734.833333333388,21
45.497803678776116,-73.64552238789666,1057.4166666668225,20
45.539789045655915,-73.5647843753964,262.8333333333434,7
45.52977286764973,-73.57271916651166,1302.7499999999327,3
45.57635821927521,-73.55658769397526,345.8333333333245,19
45.592896967066345,-73.56283021327646,1543.3333333330472,7
45.54282395560971,-73.53978288809766,630.7500000000074,0
45.45146052808264,-73.60077524293251,1164.5833333333917,19
45.50017958704209,-73.57356239315693,1676.9999999995923,11
45.559598360083115,-73.53735411019554,1282.5833333332844,23
45.51405331206955,-73.6328226471968,1019.000000000184,0
45.52098513669111,-73.5859649617064,1719.1666666662206,1
45.51969025678738,-73.56818790168714,681.5000000000305,21
45.47196677288637,-73.645100544613,287.66666666667106,20
45.4940320553664,-73.61062703452248,1559.3333333330327,5
45.57383095629989,-73.60414320228709,627.4166666666725,0
45.47270552917877,-73.60760805947412,1863.7499999994225,11
45.58204625444414,-73.5329739761722,867.2500000001149,20
45.4810627259832,-73.56087334817683,2413.4999999999195,9
45.60751580853944,-73.51375636627016,1322.3333333332482,0
45.50429652950133,-73.56520883274013,3274.0000000014848,13
45.459862270272,-73.58285531458276,1558.9166666663664,4
45.550869209779385,-73.617846092248,1902.416666666054,3
45.52515960693799,-73.6047044738415,1609.1666666663207,3
45.507436867392705,-73.57429268607511,2773.250000000574,13
45.54836167081622,-73.58539717879967,1940.6666666660192,4
45.53036120501041,-73.62029730985503,1597.4999999996646,11
45.49339463589723,-73.62504495384513,162.500000000001,20
45.49643413195211,-73.55267239661161,1929.0833333326964,13
45.561211827035706,-73.5902004112542,847.0000000001057,19
45.55537527937125,-73.56930840912791,1522.7499999997326,2
45.52524090241434,-73.59981458158266,635.3333333333428,13
45.542945623835706,-73.62128455035952,2057.166666665938,4
45.465546068371886,-73.62067736676947,845.9166666667719,23
45.51646059071524,-73.55492741665876,2022.9166666659444,15
45.53280566796844,-73.64048496482262,1598.7499999996635,9
45.47963265657448,-73.62987341664497,566.8333333333117,4
45.45591463685107,-73.63946019785875,1714.1666666662252,3
45.54630844232351,-73.60685622581383,680.50000000003,8
45.49848094816177,-73.61967423595867,1043.2500000001687,11
45.528525372523454,-73.60153035519421,673.3333333333601,11
45.56579154043406,-73.59801021780002,1105.7500000001119,5
45.53765718184978,-73.58232714569509,1382.9999999998597,2
45.47455332862991,-73.637521859517,531.4999999999623,1
45.5279051561684,-73.5845589383217,635.0000000000093,2
45.494951534596034,-73.55953118048146,2376.833333333186,16
45.465088224907866,-73.65258509641737,462.41666666663133,18
45.59654571636812,-73.52593434063824,1315.6666666665876,0
45.491523525524194,-73.63722045431894,504.4166666666218,18
45.517922919617476,-73.58980729398637,741.2500000000576,4
45.467778431014075,-73.63595141045859,867.3333333334483,4
45.51117458455963,-73.57114931189177,875.5833333334521,12
45.549158998788705,-73.63292319176229,2188.1666666661763,7
45.535767560039695,-73.59674218487977,1172.8333333333842,4
45.49044848119951,-73.64754965162766,332.4999999999942,2
45.538238804018775,-73.60597173479003,1351.7499999998881,3
45.5277041052173,-73.57565350409223,966.25000000016,2
45.534777091929946,-73.5728803879145,981.750000000167,2
45.48934750923581,-73.57095543068031,1714.3333333328917,12
45.45408718820735,-73.5871111898369,813.833333333424,4
45.472649739508654,-73.5826189686433,863.7500000001133,1
45.556594441979996,-73.53214371066534,1202.1666666666908,5
45.483089972430825,-73.63467979451553,665.0833333333563,10
45.49619305656642,-73.58337891052282,2433.83333333329,15
45.55742769063361,-73.60077343846366,1189.0000000000362,21
45.49971820106133,-73.6544874970073,2298.583333333044,20
45.48523078626532,-73.61782510513464,1414.9166666664973,0
45.45863614550253,-73.64348260405826,476.49999999996146,23
45.50110763484297,-73.63443884623427,766.3333333334024,12
45.50643446059914,-73.55280978474548,2338.2499999997826,14
45.52764608144713,-73.59350797166334,1170.500000000053,13
45.48910798882796,-73.6314622358004,716.0000000000462,4
45.52543292800497,-73.62642522019199,1228.083333333334,20
45.60326418430284,-73.53716899543986,511.83333333328676,19
45.478224670915985,-73.6131691288042,1357.3333333332164,2
45.56923339719061,-73.56970219899235,1144.0833333334103,20
45.46715978062781,-73.64277864672295,292.5000000000033,6
45.543842954244646,-73.58224236729227,1069.0833333334785,9
45.47954227936379,-73.54759113967883,1552.333333333039,12
45.47510964560248,-73.56317906950511,1029.9166666668475,4
45.54858377217711,-73.57887887297544,2752.83333333387,2
45.54415239549018,-73.59658041602985,2077.1666666659744,3
45.61087892678886,-73.53187026901544,1167.8333333333887,20
45.481028563111394,-73.62384266869233,658.2500000000199,6
45.52753294236388,-73.58132388945315,741.7500000000579,3
45.50713730344406,-73.63043341873463,520.4166666666239,4
45.54445300313406,-73.54776346337367,2127.4999999993993,5
45.53978806387313,-73.54278601036688,1093.2500000001232,6
45.53344000001958,-73.5547199999811,1590.4166666663377,5
45.467466375494865,-73.59078190259488,696.4166666667039,21
