close,high,low,open
156.340027,157.409985,152.929976,154.630001
158.449968,158.589972,155.890003,156.550032
157.919996,159.179998,157.010002,157.780006
156.239998,158.080027,153.499989,158.000011
161.450024,161.580027,157.699991,158.370033
167.909985,167.909985,162.970005,163.489964
167.859997,171.110031,166.68001,170.200024
166.789986,167.880024,165.599985,167.549976
162.229975,171.880035,153.209982,169.490021
167.250023,167.279984,161.800032,163.009979
166.98003,169.570036,163.499977,167.979986
169.579969,170.18001,165.150015,165.539984
172.749989,173.039995,169.179987,172.690001
173.499966,174.190035,171.049976,171.5
170.419975,174.629978,169.999966,174.240009
174.359985,174.899971,169.960005,170.349974
186.160028,188.600018,182.759991,188.559977
185.93001,187.210026,179.239964,185.810034
182.780005,185.899982,181.660006,184.869999
184.699968,185.37001,182.879967,185.289995
185.090004,186.589972,184.699968,185.450026
187.000034,189.370022,184.729996,186.179976
189.949968,190.119999,184.950014,187.630035
187.439978,190.099985,180.000034,188.600018
187.869987,189.440023,183.490021,189.210005
186.179976,188.960026,184.239998,185.289995
191.789984,191.999989,185.269981,187.050009
186.300032,192.679964,186.130001,190.609997
175.469984,186.900005,167.769981,186.669973
165.370033,175.119976,165.210016,171.150005
153.759968,167.69998,150.62999,165.280005
169.960005,170.979975,153.759968,160.849997
166.109997,177.569979,163.740009,177.159996
164.300009,169.589983,160.299997,166.390003
166.390003,167.020004,159.330015,165.300032
163.950014,168.199991,162.099985,166.099997
168.850006,171.790007,163.530005,165.669973
168.45997,172.350006,164.670031,165.840004
171.539974,172.049986,169.75,172.000011
172.539984,177.270025,172.350006,173.589994
174.810022,175.790018,170.009979,175.220005
180.219973,180.599995,175.349995,176.820002
184.289986,185.170019,179.150015,179.430021
182.220005,187.700024,179.700014,187.340015
178.860008,184.139969,177.699968,181.859997
179.809977,180.900015,176.990032,177.149982
185.5,186.000011,182.409996,182.88998
189.949968,190.099985,186.119987,186.189989
194.299974,194.989964,188.040018,190.539995
194.210026,195.660006,192.689978,193.589972
188.54003,196.829992,187.390003,194.750011
190.859976,194.480019,185.759979,193.440035
191.830025,192.119965,187.820013,190.190001
190.389992,193.200003,189.539986,190.369965
184.400015,192.650003,182.979996,190.719973
182.979996,187.330015,178.600029,186.51997
183.119999,184.63998,180.900015,182.979996
187.210026,187.830027,183.330004,185.429998
193.910006,193.910006,189.88998,190.119999
198.799997,199.329969,194.789986,195.030005
198.950014,200.959993,196.819979,199.010002
198.569979,202.960026,197.799974,198.950014
199.829981,201.560034,196.879967,200.589972
198.079981,200.500023,197.75,199.5
194.840027,200.259991,192.549974,199.269981
194.929976,197.389992,192.689978,195.409973
180.050009,193.000011,178.889969,191.450003
177.63998,183.599997,170.229984,181.250023
171.250034,182.45997,170.799997,180.140024
179.399994,179.500023,168.30002,171.300009
178.020016,180.999977,175.409996,177.579992
172.690001,177.849985,169.999966,176.000023
178.780006,179.420008,175.170031,177.520004
169.039984,179.220016,164.660017,177.719995
159.639969,169.010036,156.699968,165.23003
160.890024,165.36002,158.420008,161.510025
161.360008,165.749989,159.610008,161.710016
155.640024,159.98003,145.999977,148.060011
139.069979,140.0,126.140003,136.189966
135.600006,140.700003,132.009991,139.989986
130.010025,139.090006,129.609976,138.989964
130.010025,133.199991,126.450024,128.159996
131.540007,132.789995,129.049976,131.149971
132.180021,135.450003,130.000011,131.369976
135.359974,136.650003,129.399971,129.450026
133.749977,136.590015,132.180021,136.240021
131.649982,135.900026,131.420031,134.210014
129.359997,134.000023,128.900026,130.430021
121.999989,131.919975,121.76997,130.830004
121.239998,124.779972,117.270014,119.969995
125.479975,125.69998,121.600006,122.080004
129.450026,129.979984,127.200014,128.009979
124.859974,131.000034,123.619999,130.700014
129.399971,129.780006,125.629978,126.679976
127.459993,130.799976,127.010036,129.399971
124.630035,127.080025,124.060022,126.269993
122.180033,126.749977,121.439989,125.989986
123.81999,124.599995,121.680021,122.19998
121.540018,126.469984,120.859976,126.049974
119.45997,122.510014,115.870022,122.479986
119.739964,120.169973,116.659973,118.590004
119.150003,121.089994,115.440012,117.639969
122.95997,123.049986,118.090006,118.229996
129.909996,132.199968,125.769981,127.200014
125.020004,130.210016,124.799986,129.289995
121.729996,125.979986,117.999977,124.439978
124.620022,124.880001,120.400005,121.989975
124.490032,125.13998,122.250034,123.580025
120.929964,127.500034,120.809988,124.610008
122.250034,122.979984,119.049974,120.410006
119.689989,123.459982,119.370022,121.979975
127.350018,127.480007,121.999989,124.099997
126.030027,128.680021,125.170008,127.039984
127.939978,129.5,123.000011,124.099997
126.609974,130.300032,124.200026,129.880035
126.73003,128.590006,122.549974,122.549974
132.820036,133.0,128.670008,129.180033
129.670031,134.29003,129.670031,133.119976
133.269993,133.290007,129.180033,131.12001
139.530016,140.850006,133.640015,134.010036
140.979996,143.100018,137.329992,139.960026
145.060022,145.739998,140.640015,140.870033
140.249966,145.309988,139.989986,144.94998
143.010002,144.650026,141.599997,141.799974
143.5,145.70997,142.520004,143.269981
149.530005,149.659994,143.609976,146.299997
147.489998,151.200003,145.849974,148.780027
151.609985,153.629978,147.0,147.059988
153.079992,154.710016,150.749966,152.190012
155.890003,159.690023,155.109985,156.130035
152.840027,156.450003,152.320002,153.549976
151.440035,153.890024,150.460026,153.310011
154.549986,155.420019,150.600029,151.130001
147.140003,153.299997,146.400026,152.719984
147.780005,149.250011,144.539984,146.769981
148.379978,149.719995,145.719984,149.400015
153.69998,154.100029,150.619976,151.720028
154.489998,155.999966,153.349985,154.170031
161.039974,162.260002,158.379967,159.12001
168.160017,168.500011,161.759991,162.210014
160.199968,168.0,158.090027,167.400026
162.890003,164.839994,161.080015,164.049976
168.940035,169.980019,159.190012,165.340006
169.729986,171.100018,166.420031,170.699968
172.239964,173.750011,169.130013,169.75
175.049974,175.660028,170.250011,171.110031
173.950003,180.000034,172.920019,176.190001
180.000034,180.000034,174.859997,174.960026
180.939989,181.919985,178.549974,180.190012
184.729996,185.310022,181.050032,181.919985
186.659973,187.12001,182.179964,184.659994
182.590027,188.199968,180.540007,186.049986
185.059977,186.500023,183.070024,183.770014
183.44998,184.250011,181.369999,183.159973
188.159994,188.87001,182.850006,185.209993
189.959982,191.450003,187.859974,188.610031
186.259991,192.240021,185.570002,191.229984
189.73003,189.899994,184.200024,186.809977
187.620022,190.299976,187.000034,190.109985
183.599997,188.689966,181.299997,187.859974
185.899982,186.160028,180.12001,181.820036
178.189966,187.950003,176.249989,185.670031
177.05002,181.330025,172.000011,179.259991
181.170008,181.989986,177.799997,180.770025
186.430021,186.430021,181.839983,182.749977
187.009968,187.950003,183.719973,187.410017
186.690001,188.199968,185.5,186.760002
188.750034,189.539986,187.37999,187.449991
186.099974,189.650015,184.530005,188.600018
185.37001,188.199968,182.339994,186.860031
185.189966,187.089983,183.229975,184.019993
189.43001,189.840006,185.699991,186.340006
185.640003,189.949968,185.549974,187.999977
181.610031,184.940001,175.749977,184.789984
185.640003,186.780016,179.020025,180.509979
180.809999,186.000011,179.589972,184.340027
173.260014,182.599974,171.19998,181.489975
172.370033,174.159994,165.309965,171.640003
176.840015,177.900026,169.070024,171.300009
181.429987,181.989986,177.410028,178.100018
178.749966,182.199991,177.349974,181.120033
180.900015,182.339994,176.799974,178.549974
175.269993,180.999977,175.0,179.350006
173.159985,175.879967,171.559988,174.740021
173.25,175.780005,171.62999,172.370033
177.390015,178.829981,173.880001,174.610031
168.259979,174.839983,168.010014,174.069979
170.089994,170.569979,164.150005,166.509979
167.440001,172.000011,166.620022,170.190023
174.680033,174.719994,163.999989,164.230007
168.179964,177.450003,168.179964,175.199991
170.120022,172.169975,165.749989,169.589983
175.160017,177.130035,171.899982,173.159985
179.549997,179.700014,172.739975,175.399982
174.250023,180.910028,174.13998,180.200026
176.630024,177.340027,171.37001,174.919985
172.580025,177.110008,170.999989,175.469984
173.880001,179.300032,173.079969,179.239964
169.640024,173.739998,166.390003,172.479996
172.809977,172.930033,168.599974,170.200024
171.810034,174.979986,171.390024,174.100006
165.150015,169.649971,165.000011,168.520025
166.289974,167.499989,161.119976,166.900015
162.01997,162.760014,146.530016,148.999966
166.260014,168.370022,161.559999,164.989998
159.029995,165.259991,158.449968,164.320036
162.119999,162.999966,158.650026,160.400026
154.399982,162.469994,154.020014,162.340004
157.080004,159.449991,153.650005,155.410006
159.880001,160.489975,156.079981,157.780006
158.94998,162.200014,156.979975,157.539974
156.659994,159.989964,155.75,159.900015
153.229996,157.899982,152.910028,156.600006
160.639992,160.800009,154.819979,155.420019
