"x","y","z","facecolor","i","j","k"
"-0.16531600058078766","0.07146280258893967","0.9509819746017456","rgb(223,227,24)","0","1","2"
"-0.18122799694538116","0.05682320147752762","0.9448400139808655","rgb(223,227,24)","3","2","4"
"-0.1645060032606125","0.04831140115857124","0.9439470171928406","rgb(223,227,24)","5","6","7"
"-0.14692999422550201","0.06495530158281326","0.9499499797821045","rgb(223,227,24)","8","9","10"
"-0.14704899489879608","0.041452400386333466","0.9436010122299194","rgb(223,227,24)","11","12","9"
"-0.13109199702739716","0.06084270030260086","0.9462869763374329","rgb(223,227,24)","13","14","15"
"-0.14513300359249115","0.0451883003115654","0.9407989978790283","rgb(223,227,24)","16","17","14"
"-0.13534900546073914","0.03938530012965202","0.9396200180053711","rgb(223,227,24)","18","19","20"
"-0.18262700736522675","0.07782330363988876","0.9566159844398499","rgb(200,224,32)","21","22","23"
"-0.19666799902915955","0.062168899923563004","0.9511280059814453","rgb(202,225,31)","24","25","21"
"-0.18143199384212494","0.0539465993642807","0.9506070017814636","rgb(205,225,29)","26","27","24"
"-0.19654899835586548","0.0856717973947525","0.9574769735336304","rgb(208,225,28)","28","29","26"
"-0.21380700170993805","0.0696491003036499","0.9507759809494019","rgb(210,226,27)","30","31","28"
"-0.21390800178050995","0.09638199955224991","0.9509819746017456","rgb(213,226,26)","32","33","30"
"-0.22950200736522675","0.08236359804868698","0.9441419839859009","rgb(216,226,25)","34","35","32"
"-0.21341699361801147","0.0726092979311943","0.9446449875831604","rgb(218,227,25)","36","37","34"
"-0.23028799891471863","0.1070059984922409","0.9497619867324829","rgb(218,227,25)","38","39","36"
"-0.24666300415992737","0.091600701212883","0.9433490037918091","rgb(221,227,24)","40","41","38"
"-0.24553099274635315","0.11930099874734879","0.9374560117721558","rgb(200,224,32)","42","43","44"
"-0.25197699666023254","0.0995711013674736","0.9437860250473022","rgb(202,225,31)","44","45","46"
"-0.24474699795246124","0.09533660113811493","0.940546989440918","rgb(205,225,29)","46","47","48"
"-0.2767699956893921","0.21486599743366241","0.8014320135116577","rgb(208,225,28)","48","49","50"
"-0.27102500200271606","0.23570699989795685","0.8001530170440674","rgb(210,226,27)","50","51","52"
"-0.2785690128803253","0.2305999994277954","0.7839270234107971","rgb(213,226,26)","52","53","54"
"-0.274073988199234","0.20354600250720978","0.8178020119667053","rgb(216,226,25)","54","55","56"
"-0.2679069936275482","0.22047699987888336","0.820809006690979","rgb(218,227,25)","56","57","58"
"-0.27275601029396057","0.18770399689674377","0.8340989947319031","rgb(218,227,25)","58","59","60"
"-0.2670019865036011","0.2067819982767105","0.8342639803886414","rgb(221,227,24)","60","61","7"
"-0.270220011472702","0.17390599846839905","0.8520320057868958","rgb(234,229,26)","62","63","64"
"-0.2650749981403351","0.1929280012845993","0.8506019711494446","rgb(236,229,27)","64","65","66"
"-0.26792100071907043","0.16161100566387177","0.868120014667511","rgb(236,229,27)","66","67","68"
"-0.26391398906707764","0.17766499519348145","0.866008996963501","rgb(236,229,27)","68","69","70"
"-0.26775699853897095","0.14731599390506744","0.880059003829956","rgb(239,229,28)","70","71","72"
"-0.26172900199890137","0.1654680073261261","0.8817070126533508","rgb(239,229,28)","72","73","74"
"-0.2651990056037903","0.1365640014410019","0.8956030011177063","rgb(234,229,26)","75","76","77"
"-0.25676101446151733","0.15658800303936005","0.902239978313446","rgb(236,229,27)","78","79","75"
"-0.26285800337791443","0.12711399793624878","0.909512996673584","rgb(236,229,27)","80","81","78"
"-0.25787898898124695","0.14119300246238708","0.9116119742393494","rgb(236,229,27)","82","83","80"
"-0.26226699352264404","0.11357100307941437","0.9219989776611328","rgb(239,229,28)","74","84","82"
"-0.2558610141277313","0.12996600568294525","0.9260780215263367","rgb(234,229,26)","85","86","87"
"-0.25714001059532166","0.10146600008010864","0.9397690296173096","rgb(229,228,25)","88","89","85"
"-0.2567659914493561","0.11694899946451187","0.9341089725494385","rgb(223,227,24)","90","91","88"
"-0.018441500142216682","0.09720130264759064","0.7848299741744995","rgb(218,227,25)","92","93","90"
"-0.018701300024986267","0.10631000250577927","0.8010550141334534","rgb(216,226,25)","94","95","92"
"-0.032274000346660614","0.08948279917240143","0.8023319840431213","rgb(210,226,27)","96","97","94"
"-0.032894499599933624","0.09995809942483902","0.8217080235481262","rgb(205,225,29)","98","99","96"
"-0.0430435985326767","0.0850692018866539","0.8187000155448914","rgb(234,229,26)","100","101","102"
"-0.044548001140356064","0.09270290285348892","0.8351600170135498","rgb(229,228,25)","102","103","104"
"-0.056683000177145004","0.07689689844846725","0.8349940180778503","rgb(223,227,24)","104","105","106"
"-0.056927599012851715","0.08618570119142532","0.8514950275421143","rgb(218,227,25)","106","107","108"
"-0.0693724974989891","0.07090719789266586","0.8529239892959595","rgb(216,226,25)","108","109","110"
"-0.07000450044870377","0.07822400331497192","0.8669000267982483","rgb(210,226,27)","110","111","112"
"-0.08070340007543564","0.06560230255126953","0.8690099716186523","rgb(205,225,29)","112","113","114"
"-0.08118840306997299","0.0728825032711029","0.8825950026512146","rgb(71,13,96)","115","116","117"
"-0.09241099655628204","0.057395100593566895","0.880948007106781","rgb(71,14,97)","115","117","118"
"-0.0913039967417717","0.071738101541996","0.9031260013580322","rgb(72,23,105)","118","119","115"
"-0.10264000296592712","0.05320049822330475","0.8964890241622925","rgb(70,11,94)","120","117","116"
"-0.10315699875354767","0.06184849888086319","0.9124959707260132","rgb(71,13,96)","120","118","117"
"-0.11168400198221207","0.049588099122047424","0.9103969931602478","rgb(72,22,104)","120","119","118"
"-0.11345499753952026","0.05693740025162697","0.9269610047340393","rgb(71,13,96)","121","122","116"
"-0.12302999943494797","0.0421672984957695","0.922881007194519","rgb(71,19,101)","121","123","122"
"-0.12349899858236313","0.04860759899020195","0.9349899888038635","rgb(72,20,103)","121","124","123"
"-0.20222799479961395","0.25905299186706543","1.0224900245666504","rgb(72,20,103)","121","125","124"
"-0.20244699716567993","0.2457209974527359","1.0203399658203125","rgb(71,19,101)","116","122","126"
"-0.19252300262451172","0.2543419897556305","1.0255099534988403","rgb(71,16,99)","127","125","121"
"-0.19059999287128448","0.23590299487113953","1.0233999490737915","rgb(71,16,99)","127","125","121"
"-0.1796019971370697","0.2467930018901825","1.0293300151824951","rgb(72,23,105)","127","128","125"
"-0.1794150024652481","0.23033300042152405","1.0268499851226807","rgb(71,14,97)","116","129","121"
"-0.16235700249671936","0.23863400518894196","1.0347199440002441","rgb(72,23,105)","129","130","121"
"-0.1657709926366806","0.2146189957857132","1.0296800136566162","rgb(72,23,105)","130","131","121"
"-0.14692500233650208","0.22866199910640717","1.0391299724578857","rgb(72,23,105)","131","132","121"
"-0.14660799503326416","0.21019700169563293","1.036389946937561","rgb(72,23,105)","133","129","116"
"-0.1307699978351593","0.22209499776363373","1.044350028038025","rgb(71,17,100)","134","132","121"
"-0.1307380050420761","0.20285600423812866","1.0413800477981567","rgb(71,17,100)","121","132","134"
"-0.11136599630117416","0.21217499673366547","1.0449299812316895","rgb(72,24,106)","132","128","134"
"-0.0482976995408535","0.18038000166416168","1.0255099534988403","rgb(35,138,141)","135","136","137"
"-0.049507301300764084","0.16729000210762024","1.0203399658203125","rgb(35,138,141)","137","136","138"
"-0.03880840167403221","0.17524799704551697","1.0224900245666504","rgb(30,156,137)","139","140","135"
"-0.06196789816021919","0.1864680051803589","1.0293300151824951","rgb(35,137,142)","136","135","141"
"-0.06439399719238281","0.17118099331855774","1.0233999490737915","rgb(32,146,140)","141","135","140"
"-0.07865680009126663","0.19571100175380707","1.0347199440002441","rgb(30,156,137)","138","142","139"
"-0.07544440031051636","0.1770150065422058","1.0268499851226807","rgb(35,138,141)","143","138","136"
"-0.09576050192117691","0.20242300629615784","1.0391299724578857","rgb(32,146,140)","142","138","143"
"-0.09616710245609283","0.17892399430274963","1.0296800136566162","rgb(216,226,25)","144","145","146"
"-0.11094000190496445","0.19190600514411926","1.036389946937561","rgb(229,228,25)","144","146","147"
"-0.21494999527931213","0.2611809968948364","1.003100037574768","rgb(216,226,25)","148","144","147"
